OTTER NO,recap,DATE,YEAR,LOCATION,STATE,REGION,AREA,LAT,LONG,SEX,WEIGHT,TAIL_LGTH_1,TAIL_LGTH_2,TAIL_LGTH_3,mean_tail_lgth,LGTH1,LGTH2,LGTH3,curvilinear_correction,mean_lgth,true_standard_lgth,body_lgth,CURVE_LGTH1,CURVE_LGTH2,GIRTH1,GIRTH2,mean_girth,PAW,W_PUP,PUP_NUMBER,PUP_SEX,PUP_WGHT,PUP_LGTH,PUP_CURVLGTH,FETUS_PRES,FETUS_NUM,FETUS_SEX,FETUS_WT,FETUS_LTH,FE_REP_CON,FE_REP_STA,PREGNANCY_STATUS,CAN_DIA,FINAL_AGE,AGE_CATEGORY,BACULA_LGTH,comments,Cause_of_death_Capture_method
67089,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,33.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,147.1,-9,151,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,16.2,.,1
67090,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,6,7,-9,.,1
67091,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,4,7,-9,.,1
67092,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67093,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67094,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,24.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,16.1,.,1
67095,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,16.6,11.5,IMP,M,P,-9,5,7,-9,.,1
67096,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,-9,7,-9,.,1
67097,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,118.9,-9,122,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67098,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,7,-9,.,1
67099,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,43,14.6,IMP,M,P,-9,7,7,-9,.,1
67100,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,3,7,-9,.,1
67101,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,7,7,-9,.,1
67102,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,148.1,-9,152,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,7,14.4,.,1
67103,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,30.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,144.2,-9,148,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,5,7,14.3,.,1
67104,0,1967-09-11,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,9,7,-9,.,1
67105,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,113,-9,116,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,2,1.5,11.4,.,1
67106,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,143.2,-9,147,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,10,7,16.2,.,1
67107,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,33.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,135.4,-9,139,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,1778,59,IMP,M,P,-9,5,7,-9,.,1
67108,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,6,7,-9,.,1
67109,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,3,7,-9,.,1
67110,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,8.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,96.5,-9,99,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,0,0,-9,.,1
67111,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,115,-9,118,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,-9,1.5,-9,.,1
67112,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,U,0.3,-9,IMP,P,P,-9,4,7,-9,.,1
67113,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,9,7,-9,.,1
67114,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,128.6,-9,132,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,203.4,27,IMP,M,P,-9,8,7,-9,.,1
67115,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,7,7,-9,.,1
67116,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,7,7,-9,.,1
67117,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67118,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,25.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,141.3,-9,145,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,8,7,-9,.,1
67119,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,U,0.7,-9,IMP,M,P,-9,4,7,-9,.,1
67120,0,1967-09-12,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,35.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,148.1,-9,152,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,16.2,.,1
67121,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,24.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,754,46,IMP,M,P,-9,8,7,-9,.,1
67122,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,119.9,-9,123,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
67123,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67124,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,118.9,-9,122,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,4,7,-9,.,1
67125,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,-9,7,-9,.,1
67126,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,119.9,-9,123,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67127,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,1007,48,IMP,M,P,-9,5,7,-9,.,1
67128,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67129,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,118.9,-9,122,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,3.4,-9,IMP,M,P,-9,6,7,-9,.,1
67130,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,24,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,1066,49,IMP,M,P,-9,7,7,-9,.,1
67131,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,40.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,155.9,-9,160,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,-9,.,1
67132,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,125.7,-9,129,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,5,7,-9,.,1
67133,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,134.5,-9,138,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,1138,52,IMP,M,P,-9,-9,7,-9,.,1
67134,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,30.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,140.3,-9,144,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,14.8,.,1
67135,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,-9,7,-9,.,1
67136,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,6,7,-9,.,1
67137,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,-9,7,-9,.,1
67138,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,28.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,M,2,F,1822,61.5,IMP,M,P,-9,7,7,-9,.,1
67138,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,28.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,M,1,M,1977,62.5,IMP,M,P,-9,7,7,-9,.,1
67139,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,13.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,103.3,-9,106,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,6.5,.,1
67140,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67141,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,9.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,98.4,-9,101,-9,-9,-9,-9,-9,D,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,0,0,5.6,.,1
67142,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,P,NP,-9,3,7,-9,.,1
67143,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,5,7,-9,.,1
67144,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,16.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,119.9,-9,123,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,ANE,P,NP,-9,3,7,-9,.,1
67145,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67146,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,126.7,-9,130,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,7,7,-9,.,1
67147,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,4,7,-9,.,1
67148,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,67.9,18,IMP,M,P,-9,-9,7,-9,.,1
67149,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,15.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,112.1,-9,115,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,2,1.5,-9,.,1
67150,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,4,7,-9,.,1
67151,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,31.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,146.2,-9,150,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,6,7,14.9,.,1
67152,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,25.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,8,7,-9,.,1
67153,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,17.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,122.8,-9,126,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,F,10.2,9.7,IMP,M,P,-9,5,7,-9,.,1
67154,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,129.6,-9,133,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,POS,M,NP,-9,4,7,-9,.,1
67155,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,23.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,133.5,-9,137,-9,-9,-9,-9,-9,Y,67139,M,13.2,103.3,106,N,0,.,-9,-9,ANE,P,NP,-9,4,7,-9,.,1
67156,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,121.8,-9,125,-9,-9,-9,-9,-9,Y,67141,M,9.1,98.4,101,N,0,.,-9,-9,.,.,NP,-9,4,7,-9,.,1
67157,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,22.7,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,P,NP,-9,6,7,-9,.,1
67158,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,132.5,-9,136,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,M,NP,-9,11,13,-9,.,1
67159,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
67160,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,26.3,-9,-9,-9,-9,-9,-9,-9,0.974,-9,139.3,-9,143,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,5,7,15,.,1
67161,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20.4,-9,-9,-9,-9,-9,-9,-9,0.974,-9,130.6,-9,134,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,-9,7,-9,.,1
67162,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,18.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,N,NP,-9,4,7,-9,.,1
67163,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,131.5,-9,135,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,M,NP,-9,-9,7,-9,.,1
67164,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,13.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,103.3,-9,106,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,-9,0,7.7,.,1
67165,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,33.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,142.3,-9,146,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,11,13,16.1,.,1
67166,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,13.6,-9,-9,-9,-9,-9,-9,-9,0.974,-9,102.3,-9,105,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,1,1.5,-9,.,1
67167,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,21.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,Y,.,U,-9,-9,-9,N,0,.,-9,-9,POS,M,NP,-9,-9,7,-9,.,1
67168,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,34,-9,-9,-9,-9,-9,-9,-9,0.974,-9,143.2,-9,147,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,16.7,.,1
67169,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,8.2,-9,-9,-9,-9,-9,-9,-9,0.974,-9,94.5,-9,97,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,0,0,-9,.,1
67170,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.1,-9,-9,-9,-9,-9,-9,-9,0.974,-9,123.8,-9,127,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,UNI,M,NP,-9,8,7,-9,.,1
67171,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,30.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,138.4,-9,142,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,15.9,.,1
67172,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,20,-9,-9,-9,-9,-9,-9,-9,0.974,-9,124.7,-9,128,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,PRO,P,NP,-9,4,7,-9,.,1
67173,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,M,31.8,-9,-9,-9,-9,-9,-9,-9,0.974,-9,136.4,-9,140,-9,-9,-9,-9,-9,.,.,.,-9,-9,-9,.,-9,.,-9,-9,.,.,.,-9,7,7,15,.,1
67174,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,25.9,-9,-9,-9,-9,-9,-9,-9,0.974,-9,127.6,-9,131,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,Y,1,M,1066,51.2,IMP,M,P,-9,7,7,-9,.,1
67175,0,1967-09-13,1967,adak,Alaska,west aleutians,andreanofs,51.888449,-176.658913,F,19.5,-9,-9,-9,-9,-9,-9,-9,0.974,-9,120.8,-9,124,-9,-9,-9,-9,-9,U,.,.,-9,-9,-9,N,0,.,-9,-9,ANE,N,NP,-9,3,7,-9,.,1
