OTTERNO,Date,Ottername,Blood Kit#,Region,PermitType,CaptureTime,General Location,Area,Captur_Loc-N/S,Capture_Loc-E/W,Previously Captured?,Capture Team,Capture Method,Caught with pup?,Caught with others?,Palpably Pregnant?,Right Tags,R-New?,Left Tags,L- New?,R Pit Tag #,R-working?,L Pit Tag #,L-working?,Radio Tag Freq,VHF type,TDR #,Capture Comments,Sex,AgeClass,Grizzle,Nose Wound,Weight (lbs),Weight (kg),Length (cm),Girth (cm),Tail Length (cm),Right paw width (mm),Baculum length (cm),General Tooth Wear,Incisor Comments,Canine Comments,Molar Comments,Canine width (mm),Oral lesions,Age Estimate,Age Estimator,Digital Photo of Mouth,Digital Photo of Nose,Tooth Age Est,Tooth Age Est Quality,Appearance Comments,Pup UON,Pup sex,Pup Weight (kg),Pup Length (cm),Release Type,Release Loc-N/S,Release Loc-E/W
N-1404-09-S,8-Jun-10,5-349,550,MON,TINKER/ESTES,13:20,MBIN,MON,36.612733,-121.8926,YES,Harris,Wilson Traps/ Divers,NO,NO,NO,TQ-1/2-MBA 213,YES,WH-45-230,YES,,NO,47773A5241,YES,165.349,Thermister,Removed,,f,a,2,3,49.2,22.3,116,75,28.9,41,,Light,,,,7,,10,VIENS,NO,NO,,,Lambdoidal crest to nose: 19mm   Temple to temple: 96.5,,,,,MBA Davit,36?37.142,-121?54.039
N-1405-09-S,23-Apr-09,5-296,445,MON,TINKER/ESTES,9:50,MBIN,Mon,36.612367,-121.895233,NO,Harris,Wilson Traps/ Divers,NO,YES,NO,TQ-4/5-MBA 348,YES,TQ-45-349,YES,,NO,476D321E68,YES,165.296,Thermister,890192,Same freq. as condor.,f,a,3,3,44.1,20,112.4,70.6,27.5,44.2,,Light,,,,7,,5.5,STAEDLER,NO,NO,,,Nadya did left flipper tag/Staedler right.,,,,,MBA Davit,36?37.142,-121?54.039
N-1405-09-S,27-Oct-10,5-296,516,MON,TINKER/ESTES,10:30,MBA,MON,36.619667,-121.888233,YES,Young,Wilson Traps/ Divers,NO,NO,NO,TQ-4/5-MBA 203,YES,TQ-45-205,NO,,NO,476D321E68,YES,165.296,Thermister,removed,captured for TDR removal,f,a,3,3,41,18.6,113.7,69,28.5,43.4,,Moderate,,,,7,,8,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1406-09-S,8-Sep-11,1111-09,591,MON,TINKER/ESTES,16:15,MBIN,MON,36.613617,-121.896367,YES,Hatfield/Young,Wilson Traps/ Divers,NO,NO,YES,PI-12-107,YES,WH-12-118,YES,,NO,4768293364,YES,,,,,f,a,4,3,51.6,23.4,118,76.5,27.9,39.8,,,,,,,,8,,NO,NO,,,,,,,,MBA Davit,,
N-1406-09-S,2-Jul-15,1111-09,45,MON,TINKER/ESTES,10:52,MBIN,MON,36.613133,-121.895983,YES,Hatfield,Wilson Traps/ Divers,NO,NO,YES,,YES,,YES,,NO,4768293364,YES,,,,,f,o,4,2,61.1,27.7,,,,,,,,,,,,9,FUJII,NO,NO,,,"Palpably pregnant. Near Term. Able to hear fetal heart. No milk present. Fetus on Right. Due to light anesthesia, no morphometrics taken",,,,,MBA Davit,,
N-1406-09-S,23-Apr-09,1111-09,446,MON,TINKER/ESTES,9:50,MBIN,MON,36.612567,-121.895167,NO,Harris,Wilson Traps/ Divers,NO,YES,YES,PI-1/2-MBA 102,YES,WH-1/2-MBA 241,YES,,NO,4768293364,YES,,,,W/ 1110-09.  Pregnant.,f,a,,1,48.5,22,116.2,84,28.4,39,,Very Light,,,,7.3,,3.5,STAEDLER,NO,NO,,,Pregnant.  MacCormick did left flipper / Staedler right flipper.,,,,,MBA Davit,,
N-1407-09-S,24-Apr-09,1112-09,n/a,MON,TINKER/ESTES,13:14,CYPG,MON,,,NO,Hatfield/Kenner,Wilson Traps/ Divers,NO,NO,YES,LB-1/2-89,NO,BR-1/2-25,NO,,NO,47765D0F54,NO,,,,Possibly preg.  -> tag only then release,f,a,2,1,47,21.3,,,0,,,,,,,,,,,NO,NO,,,Extra hole in 2/3 for DNA.  Otter Awake.,,,,,Boat Release,,
N-1408-09-S,8-Aug-09,1133-09,455,MON,TINKER/ESTES,11:12,MBA,MON,36.619383,-121.8997,NO,Weitzman/Harris,Wilson Traps/ Divers,NO,YES,NO,RE-1/2-14,YES,LG-1/2-71,YES,,NO,4777361340,YES,,,,With 1134-09,f,a,2,3,,17.9,116.6,70.7,28,41.3,,Moderate,,,,6.9,,8,STAEDLER,NO,NO,,,,,,,,MBA Davit,N 36?27.163,W 121?53.982
N-1409-09-S,24-Aug-09,1134-09,456,MON,TINKER/ESTES,11:12,MBA,MON,36.619383,-121.8997,NO,Weitzman,Wilson Traps/ Divers,NO,YES,NO,OR-1/2-MBA 190,YES,OR-12-6789,YES,,NO,4777392002,YES,,,,,f,a,2,3,45.4,20.6,117.4,73.5,30.1,44.4,,Light,,,,7.3,,5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.163,-121?53.982
N-1409-09-S,10-Jul-12,5-117,33,MON,TINKER/ESTES,13:50,MBA,MON,36.618317,-121.898583,YES,Harris,Wilson Traps/ Divers,YES,NO,NO,,YES,,YES,,NO,4777392002,YES,165.117,Thermister,,Pup known age of 7.14 weeks (Qual 1);  Left Pit tag read 4777992002 according to Viens;  Left Pit tag read 4777392002 on multiple previous readings.  Radio was a match.,f,a,2,2,49.6,22.5,118.2,79.5,28.2,40.7,,,,,,,,7.5,STAEDLER,NO,NO,,,,N-1484-12-S,M,6.4,84,MBA Davit,36?37.142,-121?54.039
N-1409-09-S,1-Feb-10,5-117,540,MON,TINKER/ESTES,9:47,MBIN,MON,36.6123,-121.89545,YES,Weitzman,Wilson Traps/ Divers,NO,YES,NO,RE-1/2-MBA 134,YES,RE-12-135,YES,,NO,4777392002,YES,165.117,Thermister,490860,,f,a,2,4,50,22.7,120,73.3,30.3,46.67,,Very Light,,,,7.69,,5.5,STAEDLER,NO,NO,,,"very full bladder, easily expressed. Lambdoidal crest to nose: 157.03mm; Temple to temple 126.16 mm",,,,,MBA Davit,36?37.142,-121?54.039
N-1409-09-S,3-Feb-11,5-117,524,MON,TINKER/ESTES,10:56,ELTO,MON,36.623333,-121.891667,YES,Hatfield,Wilson Traps/ Divers,NO,YES,NO,RE-12-MBA 125,YES,RE-1/2-MBA 136,YES,,NO,4777392002,YES,165.117,Thermister,removed,,f,a,1,2,47.8,21.7,119.6,73,29.3,45,,Very Light,,,,7.1,,5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1430-10-S,1-Feb-10,5-167,539,MON,TINKER/ESTES,9:47,MBIN,MON,36.6123,-121.89545,NO,Weitzman,Wilson Traps/ Divers,NO,YES,NO,YE-1/2-MBA 117,YES,YE-118-45,YES,,NO,4772003466,YES,165.167,Thermister,490861,,f,a,1,1,41,18.6,115.6,69,29.5,42.6,,Light,,,,6.9,,3,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1430-10-S,19-Apr-12,5-167,590,MON,TINKER/ESTES,15:33,MBIN,MON,36.632533,-121.918667,YES,KENNER,Wilson Traps/ Divers,NO,NO,YES,YE-1/2-MBA 142,YES,YE-4/5-mba143,YES,,NO,4772003466,YES,165.167,Thermister,490861,,f,a,2,2,49.6,22.5,116.3,79.2,29,42.7,,,,,,,,5,STAEDLER,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1431-10-S,1-Feb-10,1154-10,541,Mon,TINKER/ESTES,13:22,CYPP,MON,36.5776,-121.97865,NO,Ames / Weitzman,Wilson Traps/ Divers,NO,YES,YES,OR-12-199,YES,LG-4/5-81,YES,,NO,4800476B0F,YES,,,,,f,a,1,1,51.8,23.5,112,74.5,26.4,42.6,,Very Light,,,,7.2,,5,STAEDLER,NO,NO,,,,,,,,MBA Davit,,
N-1432-10-S,1-Feb-10,5-217,542,MON,TINKER/ESTES,13:22,CYPP,MON,36.5776,-121.97865,NO,Weitzman,Wilson Traps/ Divers,NO,YES,NO,TQ-4/5-MBA 201,YES,LG-4/5-79,YES,,NO,4802064671,YES,165.217,Thermister,790348,,f,a,2,3,41,18.6,110.6,70.2,28.2,43.5,,Moderate,,,,7,,6,STAEDLER,NO,NO,,,Temple to Temple 90.39 mm; Lambdoidal crest = 178,,,,,Shore Release,36?35.002,-121?58.345
N-1433-10-S,2-Feb-10,Jack,543,MON,TINKER/ESTES,12:37,MBIN,MON,36.612317,-121.895067,NO,Weitzman,Wilson Traps/ Divers,NO,YES,NO,PI-4/5-MBA 125,YES,PI-12-126,YES,,NO,477A30265D,YES,166.28,Thermister,690103,,m,a,3,1,77.8,35.3,134.4,81.6,30.6,48.6,17.5,Light,,,,8.2,,6.5,MURRAY,NO,YES,,,Temple to temple: 106.11       Lambdoindal Crest: 205,,,,,MBA Davit,36?37.142,-121?54.039
N-1433-10-S,11-Feb-11,Jack,586,MON,TINKER/ESTES,9:40,MBIN,MON,36.61255,-121.89525,YES,Hatfield,Wilson Traps/ Divers,NO,YES,NO,PI-4/5-MBA 124,YES,PI-12-130,YES,,NO,477A30265D,YES,166.28,Thermister,removed,Caught for TDR removal,m,a,2,1,79.1,35.9,135.7,82.1,32.2,47.6,22.6,Moderate,,,,,,7.5,STAEDLER,NO,NO,,,,,,,,Shore Release,36?37.142,-121?54.039
N-1434-10-S,7-Jun-10,6-765,545,MON,TINKER/ESTES,10:10,Lovers Point,MON,36.6254,-121.9122,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,RE-1/2-MBA 115,YES,PU-4/5-31,YES,,NO,477B2B0B0D,YES,166.765,Thermister,690100,,f,a,3,3,40.3,18.3,116,68.5,30,39.3,,Moderate,,,,7,,7.5,STAEDLER,NO,NO,,,Lambdoidal crest to nose = 22.6 mm; Temple to temple = 96.36,,,,,Boat Release,36?37.543,-121?54.698
N-1434-10-S,2-Sep-11,6-765,530,MON,TINKER/ESTES,13:10,OPW,MON,36.6344,-121.921083,YES,Weitzman,Wilson Traps/ Divers,NO,NO,NO,RE-1/2-MBA 195,YES,PU-4/5-29,YES,,NO,477B2B0B00,YES,166.765,Thermister,690100,,f,a,4,3,48.3,21.9,117,74.5,28.2,40.2,,,,,,,,8,TINKER/STAEDLER,NO,NO,,,"pregnant, unable to perform explant surgery",,,,,MBA Davit,36?37.142,-121?54.039
N-1435-10-S,28-Jul-10,6-243,547,MON,TINKER/ESTES,11:22,CYPG,MON,36.5784,-121.97735,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,YE-1/2-MBA 130,YES,LG-1/2-60,YES,,NO,476C336B25,YES,166.243,Thermister,790334,,f,a,2,3,41.9,19,118.4,72.1,29.8,46.4,,Moderate,LL I2,FX R U C,"R L PM2,",7.3,"See above, commensurate w/ biting trap",6,MURRAY,NO,NO,,,Lambdoidal crest to nose: 18.9 mm; Temple to temple = 89.42 mm,,,,,Boat Release,36?34.704,-121?58.641
N-1435-10-S,12-Jan-12,6-243,32,MON,TINKER/ESTES,,PPE,MON,36.639983,-121.934417,NO,Hatfield,Wilson Traps/ Divers,NO,NO,YES,YE-1/2-MBA 136,YES,LG-1/2-76,YES,,NO,476C336B25,YES,166.243,Thermister,790334,No surgery performed = pregnant,f,a,2,3,43.7,19.8,119,71.1,29,45.1,,,,,,,,10,STAEDLER,NO,NO,,,No surgery performed = pregnant,,,,,Shore Release,36?38.216,-121?55.761
N-1442-10-S,25-Sep-10,6-503B,n/a,MON,TINKER/ESTES,,,,,,NO,,,NO,NO,NO,WH-45-,NO,TQ-45-,NO,,NO,,NO,166.503,,,,m,,,,,,,,0,,,,,,,,,,,NO,NO,,,,,,,,,,
N-1447-10-S,16-Dec-10,Brian,565,MON,TINKER/ESTES,14:05,HMSE,MON,36.622617,-121.90105,NO,Hatfield,Wilson Traps/ Divers,NO,YES,NO,RE-45-156,YES,TQ-12-248,YES,,NO,4772304A71,YES,166.193,Thermister,,,m,a,4,1,70.3,31.9,130.5,82.3,29.9,49.1,22.4,Very Light,,,,8.3,,4.5,VIENS,NO,NO,,,,,,,,MBA Davit,36?37.142,-121?54.039
N-1448-11-S,3-Feb-11,1171-11,568,MON,TINKER/ESTES,10:56,ELTO,MON,36.623333,-121.891667,NO,,Wilson Traps/ Divers,NO,NO,YES,WH-45-120,YES,RE-12-120,YES,,NO,4769315E3E,NO,,,,,f,a,1,1,56.7,25.7,117.4,77.4,27.3,41.5,,Light,,,,6.9,,4,VIENS,NO,NO,,,very pregnant!,,,,,MBA Davit,,
N-1449-11-S,3-Feb-11,Joe,566,MON,TINKER/ESTES,13:01,OPE,MON,36.6343,-121.9191,NO,Hatfield,Wilson Traps/ Divers,NO,NO,NO,RE-4/5-MBA 126,YES,LB-45-303,YES,,NO,4802364E4C,YES,166.231,Thermister,,,m,a,2,3,64.4,29.2,127,79.4,31,48.1,22,Heavy,,,,8.5,,7,VIENS,NO,NO,,,,,,,,Shore Release,36?37.864,-121?55.327
N-1450-11-S,11-Feb-11,1173-11,567,MON,TINKER/ESTES,11:51,OPE,MON,,,NO,,Wilson Traps/ Divers,NO,NO,NO,RE-12-197,YES,CH-12-121,YES,,NO,476B0F3B4D,YES,,,,Nose twisted severely in Wilson trap net and had to be anesthsized to get her out.  She came to MBA in trap and brought to AHL,f,a,1,3,40.3,18.3,113.3,69.2,27.2,42.3,,Very Light,,,,7.1,,4,MURRAY,NO,NO,,,,,,,,Boat Release,,
